시군구,단지명,계약월,전용면적(㎡),거래금액_만원,거래금액_억원,면적구간
서울특별시 강남구 자곡동,강남자곡 힐스테이트,2024-05-01,59.93,96000,9.6,40-60㎡
서울특별시 강남구 압구정동,현대3차(61~64동),2024-05-01,82.5,345000,34.5,60-85㎡
서울특별시 강남구 일원동,삼성,2024-05-01,61.35,130000,13.0,60-85㎡
서울특별시 강남구 일원동,개포한신,2024-05-01,107.6,189300,18.93,85-120㎡
서울특별시 강남구 일원동,수서,2024-05-01,39.98,81000,8.1,40㎡ 이하
서울특별시 강남구 압구정동,"현대6차(78~81,83,84,86,87동)",2024-05-01,196.7,630000,63.0,120㎡ 초과
서울특별시 강남구 압구정동,"현대6차(78~81,83,84,86,87동)",2024-05-01,157.36,585000,58.5,120㎡ 초과
서울특별시 강남구 개포동,래미안블레스티지,2024-05-01,84.94,285000,28.5,60-85㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-05-01,49.86,138250,13.825,40-60㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-05-01,99.967,321000,32.1,85-120㎡
서울특별시 강남구 역삼동,역삼I'PARK,2024-05-01,28.246,86700,8.67,40㎡ 이하
서울특별시 강남구 개포동,성원대치2단지아파트,2024-05-01,39.53,116000,11.6,40㎡ 이하
서울특별시 강남구 대치동,선경1차(1동-7동),2024-05-01,117.7,351000,35.1,85-120㎡
서울특별시 강남구 역삼동,e-편한세상,2024-05-01,59.606,192000,19.2,40-60㎡
서울특별시 강남구 도곡동,삼성래미안,2024-05-01,84.76,183200,18.32,60-85㎡
서울특별시 강남구 개포동,개포주공6단지,2024-05-01,73.02,236000,23.6,60-85㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-05-01,59.81,136000,13.6,40-60㎡
서울특별시 강남구 역삼동,동부센트레빌,2024-05-01,84.97,200000,20.0,60-85㎡
서울특별시 강남구 수서동,까치마을,2024-05-01,39.6,94500,9.45,40㎡ 이하
서울특별시 강남구 수서동,강남데시앙포레,2024-05-01,59.74,134500,13.45,40-60㎡
서울특별시 강남구 역삼동,역삼푸르지오,2024-05-01,59.8848,194500,19.45,40-60㎡
서울특별시 강남구 역삼동,역삼자이,2024-05-01,84.993,260000,26.0,60-85㎡
서울특별시 강남구 역삼동,강남서해그랑블,2024-05-01,70.57,83000,8.3,60-85㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-05-01,59.76,146500,14.65,40-60㎡
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-05-01,71.65,249000,24.9,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-05-01,119.8906,334000,33.4,85-120㎡
서울특별시 강남구 삼성동,석탑아파트101동,2024-05-01,84.6,175000,17.5,60-85㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-05-01,59.897,200000,20.0,40-60㎡
서울특별시 강남구 압구정동,한양2,2024-05-01,175.92,590000,59.0,120㎡ 초과
서울특별시 강남구 세곡동,세곡푸르지오,2024-05-01,84.83,134000,13.4,60-85㎡
서울특별시 강남구 청담동,청담자이,2024-05-01,82.952,295000,29.5,60-85㎡
서울특별시 강남구 일원동,수서,2024-05-01,52.29,108500,10.85,40-60㎡
서울특별시 강남구 압구정동,현대4차저층(51~56동),2024-05-01,117.91,570000,57.0,85-120㎡
서울특별시 강남구 세곡동,강남데시앙파크,2024-05-01,114.69,159000,15.9,85-120㎡
서울특별시 강남구 도곡동,매봉삼성,2024-05-01,84.95,160000,16.0,60-85㎡
서울특별시 강남구 도곡동,타워팰리스2,2024-05-01,164.99,410000,41.0,120㎡ 초과
서울특별시 강남구 도곡동,타워팰리스1,2024-05-01,174.67,560000,56.0,120㎡ 초과
서울특별시 강남구 개포동,래미안블레스티지,2024-05-01,84.94,279000,27.9,60-85㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-05-01,39.53,111000,11.1,40㎡ 이하
서울특별시 강남구 대치동,롯데캐슬,2024-05-01,105.18,200000,20.0,85-120㎡
서울특별시 강남구 대치동,대우아이빌멤버스(891-26),2024-05-01,35.796,35000,3.5,40㎡ 이하
서울특별시 강남구 수서동,신동아,2024-05-01,33.18,89500,8.95,40㎡ 이하
서울특별시 강남구 대치동,"쌍용대치아파트1동,2동,3동,5동,6동",2024-05-01,128.03,308000,30.8,120㎡ 초과
서울특별시 강남구 대치동,은마,2024-05-01,76.79,229500,22.95,60-85㎡
서울특별시 강남구 자곡동,강남자곡 힐스테이트,2024-05-01,59.93,97000,9.7,40-60㎡
서울특별시 강남구 역삼동,대림역삼,2024-05-01,59.66,143000,14.3,40-60㎡
서울특별시 강남구 수서동,동익,2024-05-01,60.01,128000,12.8,60-85㎡
서울특별시 강남구 논현동,한양수자인어반게이트,2024-05-01,20.7,19500,1.95,40㎡ 이하
서울특별시 강남구 수서동,강남데시앙포레,2024-05-01,84.81,158500,15.85,60-85㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-05-01,59.97,133500,13.35,40-60㎡
서울특별시 강남구 청담동,청담로얄카운티,2024-05-01,218.94,569000,56.9,120㎡ 초과
서울특별시 강남구 청담동,청담아이파크,2024-05-01,110.14,253000,25.3,85-120㎡
서울특별시 강남구 도곡동,타워팰리스3,2024-05-01,141.706,402000,40.2,120㎡ 초과
서울특별시 강남구 삼성동,서광아파트,2024-05-01,84.93,207000,20.7,60-85㎡
서울특별시 강남구 압구정동,신현대12차,2024-05-01,121.18,480000,48.0,120㎡ 초과
서울특별시 강남구 자곡동,강남자곡 힐스테이트,2024-05-01,59.93,97000,9.7,40-60㎡
서울특별시 강남구 대치동,래미안대치팰리스,2024-05-01,94.49,377000,37.7,85-120㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-05-01,49.909,164500,16.45,40-60㎡
서울특별시 강남구 대치동,은마,2024-04-01,76.79,223000,22.3,60-85㎡
서울특별시 강남구 삼성동,삼성동힐스테이트 1단지,2024-04-01,84.419,260000,26.0,60-85㎡
서울특별시 강남구 압구정동,현대8차(성수현대:91~95동),2024-04-01,111.5,380000,38.0,85-120㎡
서울특별시 강남구 삼성동,삼성동힐스테이트 1단지,2024-04-01,84.419,264000,26.4,60-85㎡
서울특별시 강남구 개포동,경남1,2024-04-01,84.6,240000,24.0,60-85㎡
서울특별시 강남구 역삼동,한화진넥스빌,2024-04-01,43.58,42300,4.23,40-60㎡
서울특별시 강남구 도곡동,삼성래미안,2024-04-01,122.81,284000,28.4,120㎡ 초과
서울특별시 강남구 도곡동,우성4,2024-04-01,152.74,368000,36.8,120㎡ 초과
서울특별시 강남구 도곡동,한신엠비씨,2024-04-01,117.57,226000,22.6,85-120㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-04-01,84.943,275500,27.55,60-85㎡
서울특별시 강남구 개포동,경남2차,2024-04-01,182.2,275000,27.5,120㎡ 초과
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-04-01,59.99,199000,19.9,40-60㎡
서울특별시 강남구 일원동,상록수,2024-04-01,84.95,222500,22.25,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-04-01,134.9023,388500,38.85,120㎡ 초과
서울특별시 강남구 개포동,개포래미안포레스트,2024-04-01,84.86,264000,26.4,60-85㎡
서울특별시 강남구 수서동,삼익,2024-04-01,60.0,127500,12.75,40-60㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-04-01,84.943,275000,27.5,60-85㎡
서울특별시 강남구 자곡동,강남자곡아이파크,2024-04-01,84.92,148000,14.8,60-85㎡
서울특별시 강남구 대치동,은마,2024-04-01,76.79,219500,21.95,60-85㎡
서울특별시 강남구 삼성동,래미안라클래시,2024-04-01,71.9,300000,30.0,60-85㎡
서울특별시 강남구 일원동,디에이치자이개포,2024-04-01,103.86,377000,37.7,85-120㎡
서울특별시 강남구 도곡동,대림아크로빌,2024-04-01,130.545,228500,22.85,120㎡ 초과
서울특별시 강남구 도곡동,우성캐릭터199,2024-04-01,164.97,254000,25.4,120㎡ 초과
서울특별시 강남구 대치동,래미안대치팰리스,2024-04-01,84.98,322000,32.2,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-04-01,114.9931,347000,34.7,85-120㎡
서울특별시 강남구 도곡동,SK허브프리모,2024-04-01,33.8,40200,4.02,40㎡ 이하
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-04-01,71.68,244000,24.4,60-85㎡
서울특별시 강남구 대치동,은마,2024-04-01,84.43,269500,26.95,60-85㎡
서울특별시 강남구 개포동,경남1,2024-04-01,96.98,239000,23.9,85-120㎡
서울특별시 강남구 청담동,청담동삼성1차(101동),2024-04-01,84.57,172000,17.2,60-85㎡
서울특별시 강남구 수서동,신동아,2024-04-01,39.51,102700,10.27,40㎡ 이하
서울특별시 강남구 역삼동,테헤란아이파크,2024-04-01,92.6232,265000,26.5,85-120㎡
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-04-01,59.99,205000,20.5,40-60㎡
서울특별시 강남구 일원동,수서,2024-04-01,52.29,104500,10.45,40-60㎡
서울특별시 강남구 논현동,쌍용,2024-04-01,59.91,105000,10.5,40-60㎡
서울특별시 강남구 대치동,대치삼성,2024-04-01,97.35,277500,27.75,85-120㎡
서울특별시 강남구 세곡동,강남데시앙파크,2024-04-01,84.97,111000,11.1,60-85㎡
서울특별시 강남구 압구정동,한양3,2024-04-01,116.94,411000,41.1,85-120㎡
서울특별시 강남구 논현동,동부센트레빌,2024-04-01,114.498,205000,20.5,85-120㎡
서울특별시 강남구 역삼동,e-편한세상,2024-04-01,84.991,252000,25.2,60-85㎡
서울특별시 강남구 압구정동,한양7,2024-04-01,106.22,351000,35.1,85-120㎡
서울특별시 강남구 압구정동,신현대9차,2024-04-01,152.39,580000,58.0,120㎡ 초과
서울특별시 강남구 압구정동,신현대12차,2024-04-01,107.16,408000,40.8,85-120㎡
서울특별시 강남구 일원동,목련타운,2024-04-01,99.79,195000,19.5,85-120㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-04-01,49.92,170000,17.0,40-60㎡
서울특별시 강남구 대치동,동부센트레빌,2024-04-01,145.83,464000,46.4,120㎡ 초과
서울특별시 강남구 대치동,아름빌(889-74),2024-04-01,30.46,30000,3.0,40㎡ 이하
서울특별시 강남구 수서동,삼성,2024-04-01,84.97,183000,18.3,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-04-01,119.8906,330000,33.0,85-120㎡
서울특별시 강남구 수서동,삼익,2024-04-01,60.0,137000,13.7,40-60㎡
서울특별시 강남구 대치동,개포우성2,2024-04-01,127.78,400000,40.0,120㎡ 초과
서울특별시 강남구 압구정동,한양4,2024-04-01,101.09,359000,35.9,85-120㎡
서울특별시 강남구 세곡동,강남데시앙파크,2024-04-01,84.95,110000,11.0,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-04-01,84.9984,293000,29.3,60-85㎡
서울특별시 강남구 개포동,성원대치2단지아파트,2024-04-01,49.86,133000,13.3,40-60㎡
서울특별시 강남구 삼성동,삼성동센트럴아이파크,2024-04-01,84.95,270000,27.0,60-85㎡
서울특별시 강남구 도곡동,타워팰리스2,2024-04-01,176.72,467000,46.7,120㎡ 초과
서울특별시 강남구 대치동,동부센트레빌,2024-04-01,121.74,429000,42.9,120㎡ 초과
서울특별시 강남구 세곡동,세곡푸르지오,2024-04-01,84.94,143000,14.3,60-85㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-04-01,84.93,177000,17.7,60-85㎡
서울특별시 강남구 역삼동,역삼푸르지오,2024-04-01,84.9097,235000,23.5,60-85㎡
서울특별시 강남구 개포동,개포주공5단지,2024-04-01,74.25,242000,24.2,60-85㎡
서울특별시 강남구 역삼동,개나리래미안,2024-04-01,84.93,242000,24.2,60-85㎡
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-04-01,59.99,209500,20.95,40-60㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-04-01,59.76,145000,14.5,40-60㎡
서울특별시 강남구 일원동,우성7,2024-04-01,83.69,225000,22.5,60-85㎡
서울특별시 강남구 도곡동,중명하니빌,2024-04-01,33.12,43000,4.3,40㎡ 이하
서울특별시 강남구 대치동,은마,2024-04-01,84.43,258000,25.8,60-85㎡
서울특별시 강남구 대치동,한보미도맨션1,2024-04-01,84.48,290000,29.0,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-04-01,59.92,196000,19.6,40-60㎡
서울특별시 강남구 일원동,목련타운,2024-04-01,99.79,224000,22.4,85-120㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-04-01,84.943,272000,27.2,60-85㎡
서울특별시 강남구 수서동,동익,2024-04-01,84.46,152500,15.25,60-85㎡
서울특별시 강남구 압구정동,현대8차(성수현대:91~95동),2024-04-01,107.64,360000,36.0,85-120㎡
서울특별시 강남구 수서동,신동아,2024-04-01,49.96,115000,11.5,40-60㎡
서울특별시 강남구 수서동,신동아,2024-04-01,49.96,115000,11.5,40-60㎡
서울특별시 강남구 수서동,신동아,2024-04-01,33.18,90000,9.0,40㎡ 이하
서울특별시 강남구 도곡동,도곡쌍용예가,2024-04-01,112.92,225000,22.5,85-120㎡
서울특별시 강남구 수서동,신동아,2024-04-01,39.53,102000,10.2,40㎡ 이하
서울특별시 강남구 개포동,디에이치아너힐즈,2024-04-01,59.7479,212500,21.25,40-60㎡
서울특별시 강남구 대치동,동부센트레빌,2024-04-01,145.83,465000,46.5,120㎡ 초과
서울특별시 강남구 도곡동,도곡쌍용예가,2024-04-01,112.92,225000,22.5,85-120㎡
서울특별시 강남구 도곡동,한신(개포),2024-04-01,83.86,250000,25.0,60-85㎡
서울특별시 강남구 논현동,한진로즈힐,2024-04-01,84.94,148000,14.8,60-85㎡
서울특별시 강남구 일원동,디에이치자이개포,2024-04-01,118.68,415000,41.5,85-120㎡
서울특별시 강남구 일원동,수서,2024-04-01,59.94,118000,11.8,40-60㎡
서울특별시 강남구 역삼동,역삼래미안,2024-04-01,59.53,187000,18.7,40-60㎡
서울특별시 강남구 수서동,수서한아름,2024-04-01,129.45,213500,21.35,120㎡ 초과
서울특별시 강남구 청담동,한신오페라하우스,2024-04-01,117.19,208000,20.8,85-120㎡
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-04-01,71.68,238000,23.8,60-85㎡
서울특별시 강남구 대치동,대치삼성,2024-04-01,59.88,186500,18.65,40-60㎡
서울특별시 강남구 대치동,하이캐슬,2024-04-01,84.27,170000,17.0,60-85㎡
서울특별시 강남구 자곡동,래미안포레,2024-04-01,84.99,141000,14.1,60-85㎡
서울특별시 강남구 수서동,신동아,2024-04-01,49.96,121500,12.15,40-60㎡
서울특별시 강남구 역삼동,역삼래미안,2024-04-01,59.53,187000,18.7,40-60㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-04-01,84.95,277000,27.7,60-85㎡
서울특별시 강남구 역삼동,역삼2차아이파크,2024-04-01,84.587,210000,21.0,60-85㎡
서울특별시 강남구 수서동,삼성,2024-04-01,84.97,182000,18.2,60-85㎡
서울특별시 강남구 삼성동,래미안라클래시,2024-04-01,59.99,247000,24.7,40-60㎡
서울특별시 강남구 청담동,상지리츠빌카일룸2차,2024-04-01,244.32,1000000,100.0,120㎡ 초과
서울특별시 강남구 대치동,은마,2024-04-01,84.43,259000,25.9,60-85㎡
서울특별시 강남구 대치동,한보미도맨션2,2024-04-01,126.33,342000,34.2,120㎡ 초과
서울특별시 강남구 도곡동,타워팰리스2,2024-04-01,223.59,730000,73.0,120㎡ 초과
서울특별시 강남구 대치동,한보미도맨션1,2024-04-01,84.48,282000,28.2,60-85㎡
서울특별시 강남구 삼성동,현대힐스테이트2단지,2024-04-01,84.349,255000,25.5,60-85㎡
서울특별시 강남구 자곡동,래미안강남힐즈,2024-04-01,101.94,186000,18.6,85-120㎡
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-04-01,59.99,208000,20.8,40-60㎡
서울특별시 강남구 대치동,대치르엘,2024-04-01,84.7763,275000,27.5,60-85㎡
서울특별시 강남구 도곡동,타워팰리스1,2024-04-01,174.67,540000,54.0,120㎡ 초과
서울특별시 강남구 대치동,은마,2024-04-01,84.43,258000,25.8,60-85㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-04-01,59.967,209000,20.9,40-60㎡
서울특별시 강남구 역삼동,역삼I'PARK,2024-04-01,28.246,82000,8.2,40㎡ 이하
서울특별시 강남구 역삼동,강남서해그랑블,2024-04-01,70.57,90000,9.0,60-85㎡
서울특별시 강남구 역삼동,역삼래미안,2024-04-01,80.87,239000,23.9,60-85㎡
서울특별시 강남구 개포동,개포자이르네,2024-04-01,114.08,232000,23.2,85-120㎡
서울특별시 강남구 역삼동,역삼자이,2024-04-01,84.993,255000,25.5,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-04-01,84.86,259000,25.9,60-85㎡
서울특별시 강남구 압구정동,신현대12차,2024-04-01,121.18,476500,47.65,120㎡ 초과
서울특별시 강남구 압구정동,한양1차(영동한양),2024-04-01,63.87,290000,29.0,60-85㎡
서울특별시 강남구 압구정동,"현대6차(78~81,83,84,86,87동)",2024-04-01,196.7,680000,68.0,120㎡ 초과
서울특별시 강남구 청담동,청담건영,2024-04-01,84.595,300000,30.0,60-85㎡
서울특별시 강남구 삼성동,롯데캐슬프레미어,2024-04-01,144.113,405000,40.5,120㎡ 초과
서울특별시 강남구 대치동,은마,2024-04-01,84.43,245000,24.5,60-85㎡
서울특별시 강남구 논현동,한양수자인어반게이트,2024-04-01,16.2,21000,2.1,40㎡ 이하
서울특별시 강남구 압구정동,현대13차(208~211동),2024-04-01,105.31,434000,43.4,85-120㎡
서울특별시 강남구 개포동,개포주공5단지,2024-04-01,83.17,275000,27.5,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-04-01,136.06,380000,38.0,120㎡ 초과
서울특별시 강남구 역삼동,대우디오빌,2024-04-01,30.03,30000,3.0,40㎡ 이하
서울특별시 강남구 대치동,개포우성1,2024-04-01,84.81,310000,31.0,60-85㎡
서울특별시 강남구 대치동,개포우성2,2024-04-01,127.78,400000,40.0,120㎡ 초과
서울특별시 강남구 자곡동,강남자곡아이파크,2024-04-01,59.96,125000,12.5,40-60㎡
서울특별시 강남구 압구정동,한양1차(영동한양),2024-04-01,49.98,230000,23.0,40-60㎡
서울특별시 강남구 압구정동,"현대6차(78~81,83,84,86,87동)",2024-04-01,144.2,495000,49.5,120㎡ 초과
서울특별시 강남구 청담동,우성아파트,2024-04-01,83.68,110000,11.0,60-85㎡
서울특별시 강남구 압구정동,"현대1차(12,13,21,22,31,32,33동)",2024-04-01,196.21,890000,89.0,120㎡ 초과
서울특별시 강남구 도곡동,현대그린1,2024-04-01,84.93,166500,16.65,60-85㎡
서울특별시 강남구 도곡동,우성4,2024-04-01,152.74,363500,36.35,120㎡ 초과
서울특별시 강남구 도곡동,도곡렉슬,2024-04-01,119.8906,276000,27.6,85-120㎡
서울특별시 강남구 역삼동,역삼래미안,2024-04-01,80.87,233000,23.3,60-85㎡
서울특별시 강남구 삼성동,삼성동힐스테이트 1단지,2024-04-01,31.402,100000,10.0,40㎡ 이하
서울특별시 강남구 논현동,두산위브1단지,2024-04-01,84.914,165000,16.5,60-85㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-04-01,59.76,143000,14.3,40-60㎡
서울특별시 강남구 삼성동,아이파크,2024-04-01,145.046,523000,52.3,120㎡ 초과
서울특별시 강남구 청담동,아노스카운트빌라트,2024-04-01,227.59,220000,22.0,120㎡ 초과
서울특별시 강남구 역삼동,역삼푸르지오,2024-04-01,84.9097,243000,24.3,60-85㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-04-01,59.97,135000,13.5,40-60㎡
서울특별시 강남구 도곡동,한신엠비씨,2024-04-01,84.74,176000,17.6,60-85㎡
서울특별시 강남구 도곡동,럭키(963),2024-04-01,124.66,225000,22.5,120㎡ 초과
서울특별시 강남구 역삼동,역삼래미안,2024-04-01,59.4,188000,18.8,40-60㎡
서울특별시 강남구 역삼동,역삼래미안,2024-04-01,59.4,188000,18.8,40-60㎡
서울특별시 강남구 일원동,디에이치자이개포,2024-04-01,84.81,285000,28.5,60-85㎡
서울특별시 강남구 역삼동,e-편한세상,2024-04-01,59.606,204500,20.45,40-60㎡
서울특별시 강남구 역삼동,역삼I'PARK,2024-04-01,28.246,79000,7.9,40㎡ 이하
서울특별시 강남구 청담동,삼성청담아파트,2024-04-01,59.99,162000,16.2,40-60㎡
서울특별시 강남구 청담동,"청담2차이-편한세상(201동,202동,203동)",2024-04-01,113.21,240000,24.0,85-120㎡
서울특별시 강남구 세곡동,강남데시앙파크,2024-04-01,84.95,111000,11.1,60-85㎡
서울특별시 강남구 삼성동,풍림(1차),2024-04-01,59.7,159900,15.99,40-60㎡
서울특별시 강남구 삼성동,풍림(1차),2024-04-01,51.78,148700,14.87,40-60㎡
서울특별시 강남구 일원동,우성7,2024-04-01,83.69,220000,22.0,60-85㎡
서울특별시 강남구 개포동,래미안블레스티지,2024-04-01,59.888,197500,19.75,40-60㎡
서울특별시 강남구 도곡동,도곡쌍용예가,2024-04-01,66.0,173000,17.3,60-85㎡
서울특별시 강남구 역삼동,래미안그레이튼,2024-04-01,59.97,195250,19.525,40-60㎡
서울특별시 강남구 역삼동,프리빌리지,2024-04-01,36.62,56000,5.6,40㎡ 이하
서울특별시 강남구 압구정동,현대8차(성수현대:91~95동),2024-04-01,107.64,360000,36.0,85-120㎡
서울특별시 강남구 논현동,아크로힐스논현,2024-04-01,84.074,223000,22.3,60-85㎡
서울특별시 강남구 삼성동,삼성동센트럴아이파크,2024-04-01,103.32,349000,34.9,85-120㎡
서울특별시 강남구 논현동,한진로즈힐,2024-04-01,84.94,146000,14.6,60-85㎡
서울특별시 강남구 일원동,우성7,2024-04-01,84.06,205000,20.5,60-85㎡
서울특별시 강남구 수서동,동익,2024-04-01,84.46,150000,15.0,60-85㎡
서울특별시 강남구 개포동,개포주공6단지,2024-04-01,73.02,190000,19.0,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-04-01,96.91,296500,29.65,85-120㎡
서울특별시 강남구 개포동,디에이치아너힐즈,2024-04-01,59.8072,220500,22.05,40-60㎡
서울특별시 강남구 도곡동,럭키(963),2024-04-01,84.97,188000,18.8,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-04-01,134.9023,340000,34.0,120㎡ 초과
서울특별시 강남구 도곡동,우성4,2024-04-01,126.46,323000,32.3,120㎡ 초과
서울특별시 강남구 도곡동,도곡렉슬,2024-04-01,84.9984,288000,28.8,60-85㎡
서울특별시 강남구 대치동,래미안대치팰리스,2024-04-01,84.98,327500,32.75,60-85㎡
서울특별시 강남구 대치동,선경2차(8동-12동),2024-04-01,127.75,401000,40.1,120㎡ 초과
서울특별시 강남구 대치동,한보미도맨션1,2024-04-01,128.01,365000,36.5,120㎡ 초과
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-04-01,59.76,143000,14.3,40-60㎡
서울특별시 강남구 청담동,삼성청담공원아파트,2024-04-01,107.22,190000,19.0,85-120㎡
서울특별시 강남구 삼성동,삼성동롯데아파트,2024-04-01,59.4,157000,15.7,40-60㎡
서울특별시 강남구 역삼동,래미안그레이튼(진달래2차),2024-04-01,84.81,240000,24.0,60-85㎡
서울특별시 강남구 압구정동,신현대12차,2024-04-01,182.95,710000,71.0,120㎡ 초과
서울특별시 강남구 역삼동,개나리래미안,2024-04-01,84.93,263000,26.3,60-85㎡
서울특별시 강남구 역삼동,역삼우정에쉐르2,2024-04-01,47.83,69000,6.9,40-60㎡
서울특별시 강남구 역삼동,테헤란아이파크,2024-04-01,84.641,240000,24.0,60-85㎡
서울특별시 강남구 역삼동,역삼자이,2024-04-01,84.993,237500,23.75,60-85㎡
서울특별시 강남구 도곡동,럭키(963),2024-04-01,124.66,229000,22.9,120㎡ 초과
서울특별시 강남구 세곡동,강남엘에이치1단지,2024-04-01,59.99,118500,11.85,40-60㎡
서울특별시 강남구 대치동,대치삼성,2024-04-01,97.35,275000,27.5,85-120㎡
서울특별시 강남구 개포동,개포주공6단지,2024-04-01,60.13,199000,19.9,60-85㎡
서울특별시 강남구 개포동,개포래미안포레스트,2024-04-01,96.91,310000,31.0,85-120㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-04-01,101.88,190900,19.09,85-120㎡
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-04-01,84.93,183000,18.3,60-85㎡
서울특별시 강남구 일원동,디에이치자이개포,2024-04-01,63.76,228000,22.8,60-85㎡
서울특별시 강남구 삼성동,진흥아파트,2024-04-01,104.31,230000,23.0,85-120㎡
서울특별시 강남구 도곡동,도곡1차아이파크,2024-04-01,130.259,268000,26.8,120㎡ 초과
서울특별시 강남구 자곡동,강남자곡아이파크,2024-04-01,74.97,120000,12.0,60-85㎡
서울특별시 강남구 일원동,샘터마을,2024-04-01,101.97,223500,22.35,85-120㎡
서울특별시 강남구 수서동,강남데시앙포레,2024-04-01,84.86,170000,17.0,60-85㎡
서울특별시 강남구 수서동,신동아,2024-04-01,49.96,120000,12.0,40-60㎡
서울특별시 강남구 역삼동,래미안그레이튼,2024-04-01,59.97,195000,19.5,40-60㎡
서울특별시 강남구 도곡동,도곡2차I'PARK,2024-04-01,148.73,248000,24.8,120㎡ 초과
서울특별시 강남구 논현동,논현베르빌,2024-04-01,132.59,124250,12.425,120㎡ 초과
서울특별시 강남구 대치동,래미안대치팰리스,2024-04-01,84.97,330000,33.0,60-85㎡
서울특별시 강남구 대치동,은마,2024-04-01,76.79,228500,22.85,60-85㎡
서울특별시 강남구 도곡동,도곡렉슬,2024-04-01,84.9984,280000,28.0,60-85㎡
서울특별시 강남구 압구정동,한양3,2024-04-01,161.9,500000,50.0,120㎡ 초과
서울특별시 강남구 압구정동,현대13차(208~211동),2024-04-01,105.45,425000,42.5,85-120㎡
서울특별시 강남구 논현동,마일스디오빌,2024-04-01,36.29,37500,3.75,40㎡ 이하
서울특별시 강남구 역삼동,강남센트럴아이파크,2024-04-01,84.99,293000,29.3,60-85㎡
서울특별시 강남구 대치동,래미안대치팰리스,2024-04-01,84.98,325000,32.5,60-85㎡
서울특별시 강남구 대치동,동부센트레빌,2024-04-01,145.83,460000,46.0,120㎡ 초과
서울특별시 강남구 논현동,동양파라곤,2024-04-01,160.33,350000,35.0,120㎡ 초과
서울특별시 강남구 일원동,푸른마을아파트101동~111동,2024-04-01,59.76,144000,14.4,40-60㎡
서울특별시 강남구 일원동,수서,2024-04-01,39.98,81000,8.1,40㎡ 이하
서울특별시 강남구 일원동,수서,2024-04-01,39.98,81000,8.1,40㎡ 이하
서울특별시 강남구 도곡동,타워팰리스2,2024-04-01,159.44,480000,48.0,120㎡ 초과
서울특별시 강남구 대치동,선경2차(8동-12동),2024-04-01,160.76,450000,45.0,120㎡ 초과
서울특별시 강남구 대치동,개포우성2,2024-04-01,84.69,310000,31.0,60-85㎡
서울특별시 강남구 도곡동,현대비젼21,2024-04-01,34.995,44500,4.45,40㎡ 이하
서울특별시 강남구 역삼동,역삼래미안,2024-04-01,80.87,239000,23.9,60-85㎡
서울특별시 강남구 압구정동,현대13차(208~211동),2024-04-01,108.47,415000,41.5,85-120㎡
서울특별시 강남구 일원동,래미안 개포 루체하임,2024-04-01,59.99,192500,19.25,40-60㎡
서울특별시 강남구 세곡동,세곡푸르지오,2024-04-01,59.89,121000,12.1,40-60㎡
서울특별시 강남구 역삼동,역삼래미안,2024-04-01,59.4,185000,18.5,40-60㎡
서울특별시 강남구 역삼동,개나리SK뷰,2024-04-01,127.27,358000,35.8,120㎡ 초과
서울특별시 강남구 도곡동,도곡렉슬,2024-04-01,84.9984,278000,27.8,60-85㎡
